pid,ad_title,target_age_group,target_gender,target_mood,target_weather
RNY787799,Women's Waterproof Blazer,40-64,Female,Happy,rainy
RNY678995,Men's Raincoat Modern,40-64,Male,Happy,rainy
CLD832867,Girls Parka Trendy,Kids,Female,Sad,cold
RNY939236,Senior Women's Umbrella Basic,65+,Female,Angry,rainy
SNY118943,Women's Cotton Bag,40-64,Female,Angry,sunny
CLD493083,Senior Women's Thermal Shirt,65+,Female,Sad,cold
CLD998725,Men's Sweater Elegant,40-64,Male,Angry,cold
SNY243885,Teen Girl Cotton Pants,10-18,Female,neutral,sunny
SNY518691,Women's Lightweight Bag,18-39,Female,neutral,sunny
RNY574454,Senior Men's Water Resistant Dress,65+,Male,Happy,rainy
SNY114219,Women's Sunglasses Trendy,18-39,Female,Sad,sunny
SNY794447,Women's Lightweight Skirt,18-39,Female,neutral,sunny
RNY746687,Teen Boy Rain Jacket Basic,10-18,Male,Sad,rainy
SNY765181,Girls Linen Shirt,Kids,Female,Happy,sunny
SNY492975,Senior Women's Sunglasses Elegant,65+,Female,Angry,sunny
RNY811684,Teen Boy Rain Boots Fashion,10-18,Male,Happy,rainy
CLD430768,Women's Insulated Vest,18-39,Female,Sad,cold
RNY154351,Men's Water Repellent Bag,40-64,Male,Sad,rainy
SNY327727,Women's Summer Skirt,40-64,Female,neutral,sunny
SNY746154,Senior Men's Cotton Jacket,65+,Male,Sad,sunny
RNY929878,Women's Rain Boots Fashion,40-64,Female,Angry,rainy
RNY758114,Women's Waterproof Coat,40-64,Female,neutral,rainy
RNY200376,Men's Rain Boots Classic,40-64,Male,Sad,rainy
SNY308496,Teen Boy Flip Flops,10-18,Male,Happy,sunny
CLD286028,Men's Sweater Sport,40-64,Male,Happy,cold
SNY925988,Senior Men's Swimming Coat,65+,Male,Angry,sunny
SNY555251,Kids Linen Blazer,Kids,Male,Happy,sunny
SNY120945,Men's Swimming Hoodie,18-39,Male,Angry,sunny
SNY542693,Teen Girl Lightweight Outfit,10-18,Female,neutral,sunny
SNY229090,Teen Girl Cotton Vest,10-18,Female,Happy,sunny
SNY987132,Teen Girl Linen Blazer,10-18,Female,Angry,sunny
CLD162478,Girls Wool Shoes,Kids,Female,Happy,cold
SNY271220,Men's Linen Top,18-39,Male,Angry,sunny
RNY353979,Men's Wet Weather Vest,18-39,Male,Angry,rainy
CLD438786,Men's Insulated Bag,18-39,Male,Sad,cold
CLD305197,Teen Boy Fleece Outfit,10-18,Male,Angry,cold
SNY906147,Senior Men's Beach Volleyball Shirt,65+,Male,neutral,sunny
SNY760093,Senior Men's Linen Blazer,65+,Male,Happy,sunny
SNY723398,Men's Tank Top,40-64,Male,Angry,sunny
SNY365329,Women's Beach Volleyball Coat,40-64,Female,Happy,sunny
RNY495713,Girls Water Resistant Top,Kids,Female,Sad,rainy
CLD538085,Senior Women's Beanie Simple,65+,Female,Happy,cold
CLD963206,Men's Insulated Dress,18-39,Male,neutral,cold
SNY506766,Senior Women's Summer Jacket,65+,Female,Angry,sunny
RNY757610,Teen Boy Wet Weather Coat,10-18,Male,Angry,rainy
SNY134007,Girls Cotton Bag,Kids,Female,Happy,sunny
CLD330279,Men's Fleece Skirt,40-64,Male,neutral,cold
SNY516297,Girls Summer Shoes,Kids,Female,Happy,sunny
RNY233563,Men's Wet Weather Pants,40-64,Male,Angry,rainy
RNY225022,Kids Umbrella Modern,Kids,Male,Happy,rainy
SNY592053,Men's Cotton Coat,40-64,Male,Sad,sunny
RNY330988,Men's Water Repellent Coat,40-64,Male,Sad,rainy
SNY511967,Teen Boy Swimming Coat,10-18,Male,Happy,sunny
RNY277540,Girls Water Repellent Coat,Kids,Female,Happy,rainy
CLD178347,Senior Women's Wool Dress,65+,Female,Happy,cold
CLD879162,Teen Boy Parka Sport,10-18,Male,Angry,cold
RNY382781,Senior Women's Wet Weather Pants,65+,Female,Angry,rainy
CLD949540,Women's Wool Bag,40-64,Female,neutral,cold
SNY459077,Women's Tennis Top,40-64,Female,Angry,sunny
RNY676050,Teen Girl Water Resistant Shoes,10-18,Female,Happy,rainy
SNY974628,Girls Sandals Premium,Kids,Female,Sad,sunny
RNY144914,Men's Raincoat Premium,40-64,Male,neutral,rainy
RNY573343,Women's Wet Weather Hoodie,40-64,Female,Happy,rainy
SNY900808,Senior Men's Cotton Blazer,65+,Male,neutral,sunny
SNY372315,Men's Sunglasses Designer,40-64,Male,Sad,sunny
CLD443706,Men's Winter Jacket Sport,18-39,Male,Happy,cold
CLD726178,Girls Sweater Modern,Kids,Female,neutral,cold
RNY383903,Women's Waterproof Coat,40-64,Female,Sad,rainy
SNY776818,Senior Women's Sunglasses Fashion,65+,Female,Angry,sunny
CLD132453,Senior Women's Fleece Coat,65+,Female,neutral,cold
SNY301350,Senior Women's Sunglasses Sport,65+,Female,Angry,sunny
SNY486789,Women's Sunglasses Premium,40-64,Female,neutral,sunny
SNY743052,Men's Beach Top,18-39,Male,Angry,sunny
RNY377393,Women's Wet Weather Hoodie,18-39,Female,Sad,rainy
SNY406351,Teen Girl Tennis Top,10-18,Female,Sad,sunny
CLD144961,Senior Women's Heavy Coat,65+,Female,Angry,cold
SNY849086,Teen Boy Tank Top,10-18,Male,Angry,sunny
SNY469283,Women's Beach Volleyball Shoes,40-64,Female,Angry,sunny
RNY488576,Teen Boy Raincoat Premium,10-18,Male,Angry,rainy
CLD272972,Kids Wool Coat,Kids,Male,Sad,cold
SNY398151,Men's Tank Top,40-64,Male,Happy,sunny
CLD214077,Teen Girl Insulated Top,10-18,Female,Sad,cold
SNY357633,Teen Boy Sunglasses Trendy,10-18,Male,neutral,sunny
CLD688255,Teen Girl Parka Elegant,10-18,Female,Angry,cold
SNY251950,Women's Lightweight Shoes,40-64,Female,Angry,sunny
RNY218304,Teen Boy Rain Boots Classic,10-18,Male,neutral,rainy
SNY185097,Kids Linen Coat,Kids,Male,Angry,sunny
RNY538838,Kids Umbrella Classic,Kids,Male,Angry,rainy
SNY547354,Girls Sun Hat Fashion,Kids,Female,Angry,sunny
RNY638366,Kids Umbrella Formal,Kids,Male,Happy,rainy
RNY969110,Men's Water Repellent Pants,18-39,Male,Happy,rainy
CLD339520,Men's Thermal Shirt,40-64,Male,neutral,cold
CLD389343,Girls Wool Pants,Kids,Female,neutral,cold
RNY903130,Kids Waterproof Coat,Kids,Male,Sad,rainy
SNY258263,Kids Summer Blazer,Kids,Male,neutral,sunny
SNY545526,Women's Beach Shirt,40-64,Female,Happy,sunny
SNY705950,Women's Sandals Formal,40-64,Female,Happy,sunny
RNY171447,Senior Men's Umbrella Premium,65+,Male,Sad,rainy
SNY811332,Men's Beach Outfit,18-39,Male,Sad,sunny
RNY848627,Men's Water Resistant Blazer,18-39,Male,Angry,rainy
RNY532330,Women's Water Repellent Coat,18-39,Female,neutral,rainy
SNY250210,Women's Summer Dress,18-39,Female,Sad,sunny
CLD345332,Kids Winter Jacket Formal,Kids,Male,neutral,cold
RNY526022,Women's Waterproof Hoodie,18-39,Female,Happy,rainy
SNY813692,Teen Girl Lightweight Coat,10-18,Female,Angry,sunny
CLD371569,Girls Gloves Sport,Kids,Female,neutral,cold
CLD424009,Teen Boy Gloves Formal,10-18,Male,neutral,cold
SNY271276,Senior Men's Beach Coat,65+,Male,neutral,sunny
CLD966318,Senior Women's Fleece Dress,65+,Female,Sad,cold
RNY587602,Women's Umbrella Classic,18-39,Female,Happy,rainy
CLD952919,Teen Boy Parka Modern,10-18,Male,Happy,cold
CLD517270,Kids Parka Trendy,Kids,Male,Sad,cold
CLD834975,Women's Thermal Vest,18-39,Female,Angry,cold
SNY472405,Women's Beach Vest,18-39,Female,Sad,sunny
CLD298099,Women's Gloves Elegant,18-39,Female,neutral,cold
RNY810666,Girls Waterproof Skirt,Kids,Female,neutral,rainy
SNY366875,Girls Linen Shirt,Kids,Female,Angry,sunny
SNY396020,Senior Men's Beach Vest,65+,Male,neutral,sunny
RNY154843,Women's Raincoat Classic,40-64,Female,Sad,rainy
SNY938504,Men's Cotton Blazer,18-39,Male,Happy,sunny
SNY918771,Teen Girl Running Shorts,10-18,Female,Sad,sunny
RNY696377,Women's Rain Jacket Modern,40-64,Female,neutral,rainy
SNY733952,Girls Cotton Hoodie,Kids,Female,Happy,sunny
RNY954823,Women's Rain Boots Basic,40-64,Female,Happy,rainy
SNY304607,Girls Sandals Casual,Kids,Female,Happy,sunny
RNY830809,Girls Rain Jacket Fashion,Kids,Female,neutral,rainy
SNY779420,Teen Boy Cotton Pants,10-18,Male,Sad,sunny
SNY737460,Teen Girl Tennis Shirt,10-18,Female,neutral,sunny
CLD823730,Men's Fleece Skirt,40-64,Male,Angry,cold
RNY374390,Men's Waterproof Shoes,40-64,Male,Happy,rainy
CLD594277,Men's Beanie Premium,18-39,Male,Happy,cold
RNY375435,Teen Boy Rain Boots Modern,10-18,Male,Happy,rainy
SNY595948,Teen Boy Linen Shoes,10-18,Male,neutral,sunny
RNY537761,Senior Men's Rain Boots Basic,65+,Male,Happy,rainy
RNY323906,Women's Water Repellent Skirt,40-64,Female,Sad,rainy
RNY659188,Teen Boy Raincoat Modern,10-18,Male,Sad,rainy
RNY779825,Kids Wet Weather Hoodie,Kids,Male,Happy,rainy
SNY190872,Women's Running Shorts,18-39,Female,Angry,sunny
RNY290432,Teen Girl Wet Weather Top,10-18,Female,Sad,rainy
CLD443402,Men's Sweater Casual,40-64,Male,neutral,cold
SNY478238,Senior Women's Cotton Shirt,65+,Female,Angry,sunny
RNY104282,Senior Women's Umbrella Classic,65+,Female,Angry,rainy
SNY556297,Senior Men's Beach Volleyball Outfit,65+,Male,Happy,sunny
CLD754164,Women's Thermal Bag,40-64,Female,Happy,cold
SNY543940,Teen Boy Cotton Shirt,10-18,Male,Angry,sunny
CLD926733,Kids Sweater Simple,Kids,Male,Angry,cold
SNY407804,Senior Men's Lightweight Vest,65+,Male,Sad,sunny
RNY404352,Senior Men's Water Repellent Blazer,65+,Male,Sad,rainy
RNY984824,Teen Girl Raincoat Basic,10-18,Female,neutral,rainy
SNY730421,Women's Sandals Modern,40-64,Female,neutral,sunny
SNY954246,Men's Swimming Pants,18-39,Male,neutral,sunny
RNY926538,Men's Water Resistant Outfit,18-39,Male,Sad,rainy
CLD214384,Women's Winter Jacket Classic,18-39,Female,Angry,cold
CLD355972,Men's Wool Shoes,40-64,Male,neutral,cold
RNY327501,Men's Raincoat Basic,18-39,Male,Happy,rainy
SNY873422,Girls Linen Skirt,Kids,Female,Sad,sunny
SNY103005,Men's Linen Jacket,40-64,Male,Happy,sunny
RNY732944,Senior Women's Rain Cover,65+,Female,Happy,rainy
RNY923556,Kids Wet Weather Jacket,Kids,Male,Angry,rainy
SNY371224,Senior Women's Cotton Bag,65+,Female,Sad,sunny
RNY763126,Teen Girl Rain Jacket Sport,10-18,Female,Angry,rainy
RNY569990,Senior Men's Rain Boots Formal,65+,Male,Sad,rainy
SNY857997,Women's Tank Top,18-39,Female,Sad,sunny
RNY854584,Women's Water Repellent Top,18-39,Female,neutral,rainy
CLD227564,Women's Insulated Bag,18-39,Female,neutral,cold
CLD808587,Senior Men's Parka Classic,65+,Male,Sad,cold
RNY734402,Senior Men's Wet Weather Top,65+,Male,neutral,rainy
SNY535604,Men's Cotton Outfit,40-64,Male,neutral,sunny
RNY972581,Women's Water Resistant Jacket,40-64,Female,Sad,rainy
RNY882672,Kids Water Resistant Pants,Kids,Male,Happy,rainy
CLD569151,Men's Thermal Shoes,40-64,Male,Happy,cold
RNY875065,Teen Boy Waterproof Backpack,10-18,Male,Happy,rainy
SNY161483,Men's Cycling Jersey,40-64,Male,neutral,sunny
CLD326002,Senior Men's Winter Jacket Fashion,65+,Male,Angry,cold
SNY491439,Kids Beach Dress,Kids,Male,Sad,sunny
RNY623954,Men's Water Resistant Outfit,18-39,Male,Happy,rainy
RNY578939,Kids Water Repellent Shirt,Kids,Male,neutral,rainy
RNY902562,Men's Wet Weather Coat,40-64,Male,Happy,rainy
CLD157035,Women's Beanie Basic,18-39,Female,neutral,cold
RNY479785,Women's Water Repellent Outfit,40-64,Female,neutral,rainy
CLD651828,Men's Winter Jacket Classic,18-39,Male,Happy,cold
RNY290740,Teen Girl Waterproof Skirt,10-18,Female,neutral,rainy
SNY165046,Teen Girl Cotton Bag,10-18,Female,Sad,sunny
SNY196967,Teen Boy Swimming Shirt,10-18,Male,Sad,sunny
CLD380563,Girls Winter Boots,Kids,Female,Angry,cold
SNY359413,Girls Sandals Fashion,Kids,Female,neutral,sunny
CLD632410,Teen Boy Insulated Pants,10-18,Male,neutral,cold
CLD256819,Senior Women's Beanie Formal,65+,Female,neutral,cold
RNY989552,Teen Boy Rain Boots Designer,10-18,Male,Happy,rainy
CLD258468,Senior Men's Sweater Formal,65+,Male,Happy,cold
SNY704788,Kids Swimming Shoes,Kids,Male,Happy,sunny
SNY879238,Teen Girl Sunglasses Premium,10-18,Female,neutral,sunny
RNY672821,Girls Rain Jacket Sport,Kids,Female,Happy,rainy
SNY172866,Senior Women's Cotton Skirt,65+,Female,Happy,sunny
CLD694339,Women's Fleece Suit,18-39,Female,Sad,cold
CLD111857,Men's Heavy Coat,40-64,Male,neutral,cold
RNY236614,Men's Waterproof Hoodie,40-64,Male,neutral,rainy
RNY588486,Men's Wet Weather Shirt,40-64,Male,neutral,rainy
SNY680933,Teen Boy Summer Jacket,10-18,Male,neutral,sunny
CLD508990,Men's Insulated Blazer,18-39,Male,Sad,cold
RNY333760,Women's Galoshes,40-64,Female,Angry,rainy
RNY992115,Teen Girl Raincoat Premium,10-18,Female,Sad,rainy
RNY901616,Senior Women's Waterproof Shoes,65+,Female,neutral,rainy
CLD125202,Women's Winter Jacket Designer,18-39,Female,neutral,cold
SNY573213,Teen Boy Beach Skirt,10-18,Male,Angry,sunny
CLD974937,Women's Parka Basic,40-64,Female,Angry,cold
RNY284551,Women's Water Repellent Blazer,18-39,Female,neutral,rainy
RNY522491,Kids Umbrella Designer,Kids,Male,Happy,rainy
SNY908010,Teen Girl Lightweight Hoodie,10-18,Female,Happy,sunny
SNY643623,Girls Summer Skirt,Kids,Female,neutral,sunny
RNY887391,Teen Girl Waterproof Jacket,10-18,Female,Angry,rainy
CLD327677,Kids Insulated Suit,Kids,Male,Angry,cold
RNY786545,Women's Rain Jacket Basic,40-64,Female,Happy,rainy
RNY931284,Women's Water Repellent Vest,40-64,Female,Sad,rainy
RNY892269,Senior Men's Raincoat Modern,65+,Male,Sad,rainy
CLD158938,Women's Heavy Coat,18-39,Female,Angry,cold
CLD573870,Women's Sweater Trendy,40-64,Female,Happy,cold
CLD334422,Senior Women's Knit Bag,65+,Female,Sad,cold
SNY477685,Men's Beach Volleyball Suit,18-39,Male,neutral,sunny
SNY356150,Teen Girl Cycling Jersey,10-18,Female,Happy,sunny
SNY219505,Senior Men's Sunglasses Elegant,65+,Male,Happy,sunny
CLD884488,Men's Down Jacket,40-64,Male,neutral,cold
RNY949146,Senior Men's Raincoat Casual,65+,Male,Happy,rainy
CLD460802,Men's Insulated Suit,40-64,Male,neutral,cold
SNY353103,Girls Beach Volleyball Jacket,Kids,Female,neutral,sunny
SNY250026,Kids Beach Volleyball Coat,Kids,Male,Happy,sunny
SNY377501,Kids Swimming Skirt,Kids,Male,Angry,sunny
CLD144690,Senior Men's Fleece Jacket,65+,Male,neutral,cold
SNY873207,Teen Boy Sun Hat Classic,10-18,Male,neutral,sunny
CLD614720,Women's Beanie Casual,40-64,Female,Happy,cold
RNY260501,Kids Rain Jacket Simple,Kids,Male,Angry,rainy
RNY553239,Women's Rain Jacket Elegant,18-39,Female,neutral,rainy
SNY762233,Teen Girl Summer Skirt,10-18,Female,Sad,sunny
SNY909652,Women's Cycling Jersey,18-39,Female,Angry,sunny
SNY686317,Senior Men's Sunglasses Premium,65+,Male,Happy,sunny
CLD676151,Teen Girl Wool Bag,10-18,Female,Happy,cold
CLD103167,Senior Women's Beanie Elegant,65+,Female,Sad,cold
RNY800898,Senior Men's Waterproof Jacket,65+,Male,neutral,rainy
RNY827077,Senior Men's Rain Jacket Casual,65+,Male,neutral,rainy
SNY496183,Women's Lightweight Shirt,40-64,Female,Angry,sunny
CLD932701,Teen Girl Wool Dress,10-18,Female,Happy,cold
CLD969796,Men's Fleece Outfit,40-64,Male,Happy,cold
RNY887443,Teen Girl Waterproof Pants,10-18,Female,Happy,rainy
SNY583814,Men's Beach Volleyball Bag,40-64,Male,neutral,sunny
CLD791374,Teen Girl Winter Jacket Trendy,10-18,Female,Angry,cold
RNY614232,Teen Boy Umbrella Trendy,10-18,Male,neutral,rainy
SNY579123,Men's Beach Outfit,18-39,Male,neutral,sunny
SNY137728,Women's Sandals Trendy,40-64,Female,neutral,sunny
SNY414831,Women's Sunglasses Trendy,40-64,Female,neutral,sunny
CLD517956,Teen Boy Gloves Simple,10-18,Male,Angry,cold
CLD392095,Senior Men's Fleece Shoes,65+,Male,Happy,cold
SNY760021,Women's Tank Top,40-64,Female,Happy,sunny
RNY461120,Men's Waterproof Outfit,40-64,Male,Angry,rainy
RNY803717,Girls Raincoat Simple,Kids,Female,neutral,rainy
CLD111207,Women's Parka Basic,40-64,Female,neutral,cold
RNY550938,Kids Wet Weather Outfit,Kids,Male,Sad,rainy
RNY161981,Girls Raincoat Classic,Kids,Female,Sad,rainy
RNY110114,Men's Rain Poncho,40-64,Male,Happy,rainy
RNY770185,Women's Water Repellent Hoodie,18-39,Female,neutral,rainy
SNY499947,Men's Summer Shoes,40-64,Male,neutral,sunny
CLD667358,Teen Girl Sweater Formal,10-18,Female,neutral,cold
CLD468058,Teen Girl Knit Vest,10-18,Female,Happy,cold
CLD210494,Senior Women's Wool Top,65+,Female,Happy,cold
CLD791323,Girls Wool Coat,Kids,Female,Happy,cold
RNY306041,Women's Water Resistant Bag,18-39,Female,Happy,rainy
CLD901636,Girls Thermal Blazer,Kids,Female,neutral,cold
RNY935460,Men's Raincoat Elegant,40-64,Male,Sad,rainy
RNY153717,Senior Women's Rain Boots Trendy,65+,Female,Sad,rainy
RNY492546,Teen Girl Wet Weather Dress,10-18,Female,neutral,rainy
CLD701157,Teen Boy Insulated Blazer,10-18,Male,Angry,cold
SNY881853,Senior Women's Sun Hat Trendy,65+,Female,Angry,sunny
RNY582120,Women's Rain Jacket Trendy,40-64,Female,Angry,rainy
SNY898329,Kids Sandals Fashion,Kids,Male,Sad,sunny
CLD588411,Women's Thermal Shoes,18-39,Female,Angry,cold
CLD663348,Teen Girl Winter Jacket Formal,10-18,Female,Angry,cold
CLD136672,Women's Fleece Blazer,18-39,Female,Sad,cold
SNY799891,Senior Men's Tennis Coat,65+,Male,Angry,sunny
RNY706760,Kids Water Repellent Dress,Kids,Male,Happy,rainy
RNY395671,Senior Women's Rain Jacket Modern,65+,Female,Angry,rainy
CLD441803,Men's Thermal Jacket,40-64,Male,Happy,cold
SNY775270,Teen Girl Summer Blazer,10-18,Female,Happy,sunny
RNY256685,Men's Waterproof Bag,40-64,Male,Angry,rainy
CLD713083,Kids Insulated Shoes,Kids,Male,neutral,cold
SNY504305,Teen Boy Linen Jacket,10-18,Male,Angry,sunny
RNY109788,Senior Women's Umbrella Trendy,65+,Female,Sad,rainy
RNY735166,Kids Umbrella Sport,Kids,Male,Angry,rainy
CLD317622,Senior Women's Thermal Bag,65+,Female,Happy,cold
CLD670362,Kids Fleece Bag,Kids,Male,Sad,cold
SNY156802,Women's Sandals Basic,18-39,Female,neutral,sunny
RNY726467,Kids Water Repellent Shoes,Kids,Male,Angry,rainy
SNY137754,Men's Linen Suit,40-64,Male,Happy,sunny
RNY420939,Women's Water Repellent Pants,40-64,Female,neutral,rainy
SNY138185,Men's Cotton Shoes,40-64,Male,neutral,sunny
SNY285652,Teen Boy Tennis Shoes,10-18,Male,Angry,sunny
CLD951154,Girls Thermal Skirt,Kids,Female,Happy,cold
RNY441986,Men's Raincoat Fashion,18-39,Male,neutral,rainy
SNY948821,Women's Tennis Suit,18-39,Female,Happy,sunny
RNY938626,Men's Rain Boots Fashion,40-64,Male,Angry,rainy
SNY212978,Men's Tennis Jacket,40-64,Male,neutral,sunny
SNY989053,Teen Boy Swimming Bag,10-18,Male,Sad,sunny
CLD503975,Senior Women's Fleece Vest,65+,Female,Happy,cold
SNY505695,Teen Boy Beach Volleyball Pants,10-18,Male,Happy,sunny
SNY567157,Senior Men's Sunglasses Classic,65+,Male,Sad,sunny
SNY686424,Men's Swimming Shirt,40-64,Male,Happy,sunny
CLD411276,Women's Knit Bag,40-64,Female,Happy,cold
RNY401673,Kids Rain Jacket Designer,Kids,Male,Sad,rainy
SNY920960,Men's Swimming Blazer,40-64,Male,Sad,sunny
SNY874683,Kids Beach Coat,Kids,Male,neutral,sunny
CLD389094,Teen Boy Wool Vest,10-18,Male,neutral,cold
SNY826899,Teen Boy Cotton Blazer,10-18,Male,Angry,sunny
RNY288238,Senior Women's Wet Weather Shirt,65+,Female,Angry,rainy
SNY815319,Women's Linen Shirt,40-64,Female,neutral,sunny
RNY435969,Men's Wet Weather Pants,40-64,Male,Sad,rainy
RNY442252,Men's Rain Boots Designer,18-39,Male,Angry,rainy
RNY596642,Teen Girl Water Resistant Dress,10-18,Female,Happy,rainy
SNY156406,Women's Linen Hoodie,40-64,Female,Sad,sunny
RNY857351,Men's Wet Weather Coat,40-64,Male,neutral,rainy
RNY551669,Women's Rain Jacket Trendy,18-39,Female,Sad,rainy
SNY708396,Teen Girl Sun Hat Casual,10-18,Female,Sad,sunny
SNY773569,Senior Men's Beach Bag,65+,Male,Angry,sunny
SNY325561,Women's Beach Volleyball Hoodie,40-64,Female,Happy,sunny
RNY536081,Men's Water Resistant Bag,40-64,Male,Sad,rainy
RNY352544,Teen Girl Rain Jacket Sport,10-18,Female,Sad,rainy
SNY586173,Senior Men's Lightweight Hoodie,65+,Male,Angry,sunny
CLD247600,Women's Insulated Bag,40-64,Female,Angry,cold
CLD126251,Men's Knit Hoodie,18-39,Male,Happy,cold
CLD750119,Teen Girl Thermal Vest,10-18,Female,Angry,cold
CLD975454,Senior Men's Winter Jacket Formal,65+,Male,Sad,cold
CLD606612,Men's Thermal Shirt,18-39,Male,neutral,cold
RNY584402,Women's Umbrella Designer,40-64,Female,Sad,rainy
CLD794304,Teen Boy Insulated Coat,10-18,Male,Happy,cold
SNY161343,Girls Summer Coat,Kids,Female,Angry,sunny
CLD451906,Men's Gloves Elegant,40-64,Male,Angry,cold
SNY134144,Teen Boy Sandals Simple,10-18,Male,neutral,sunny
CLD418127,Girls Insulated Outfit,Kids,Female,Angry,cold
SNY213611,Men's Cotton Coat,40-64,Male,Happy,sunny
CLD849356,Senior Women's Winter Jacket Trendy,65+,Female,neutral,cold
RNY879715,Kids Storm Jacket,Kids,Male,neutral,rainy
RNY654926,Men's Waterproof Top,18-39,Male,Happy,rainy
RNY104461,Women's Umbrella Premium,40-64,Female,Sad,rainy
CLD466009,Senior Women's Gloves Trendy,65+,Female,neutral,cold
RNY857265,Women's Rain Boots Sport,40-64,Female,neutral,rainy
RNY864202,Men's Umbrella Formal,40-64,Male,Sad,rainy
CLD509376,Teen Boy Winter Jacket Sport,10-18,Male,Sad,cold
CLD181457,Kids Sweater Designer,Kids,Male,neutral,cold
SNY168477,Girls Lightweight Bag,Kids,Female,Sad,sunny
SNY722518,Kids Beach Dress,Kids,Male,neutral,sunny
RNY992576,Men's Rain Boots Classic,40-64,Male,Happy,rainy
CLD112028,Men's Fleece Hoodie,18-39,Male,neutral,cold
SNY642827,Senior Women's Sunglasses Classic,65+,Female,Sad,sunny
CLD246665,Women's Winter Jacket Trendy,40-64,Female,Happy,cold
SNY127351,Senior Men's Linen Blazer,65+,Male,Angry,sunny
RNY251413,Kids Rain Boots Premium,Kids,Male,Angry,rainy
RNY464271,Teen Girl Wet Weather Bag,10-18,Female,Happy,rainy
RNY290955,Teen Boy Rain Boots Classic,10-18,Male,Angry,rainy
RNY895810,Men's Water Resistant Coat,40-64,Male,Angry,rainy
SNY596159,Women's Cotton Hoodie,40-64,Female,neutral,sunny
SNY843596,Senior Women's Linen Shirt,65+,Female,Sad,sunny
RNY772662,Senior Men's Wet Weather Suit,65+,Male,neutral,rainy
CLD548264,Senior Men's Winter Boots,65+,Male,Angry,cold
CLD634383,Senior Women's Fleece Hoodie,65+,Female,Happy,cold
SNY317402,Girls Beach Volleyball Bag,Kids,Female,Happy,sunny
SNY880009,Kids Swimming Top,Kids,Male,Angry,sunny
CLD368634,Kids Sweater Modern,Kids,Male,Sad,cold
RNY553863,Girls Rain Jacket Premium,Kids,Female,Sad,rainy
CLD464056,Men's Parka Classic,18-39,Male,neutral,cold
RNY469651,Men's Water Repellent Top,18-39,Male,neutral,rainy
SNY783157,Kids Flip Flops,Kids,Male,neutral,sunny
CLD630340,Women's Winter Boots,18-39,Female,Angry,cold
RNY537979,Women's Umbrella Fashion,40-64,Female,Happy,rainy
RNY996968,Women's Waterproof Pants,18-39,Female,Happy,rainy
SNY172058,Women's Swimming Dress,18-39,Female,Angry,sunny
CLD990851,Women's Insulated Dress,18-39,Female,neutral,cold
SNY576370,Women's Cotton Pants,18-39,Female,Sad,sunny
RNY631839,Women's Water Repellent Bag,18-39,Female,Happy,rainy
CLD379475,Men's Sweater Designer,18-39,Male,Angry,cold
RNY632423,Women's Water Repellent Suit,18-39,Female,Sad,rainy
CLD526220,Men's Winter Jacket Modern,40-64,Male,Angry,cold
CLD303824,Kids Insulated Shoes,Kids,Male,Sad,cold
CLD774420,Women's Wool Suit,18-39,Female,Happy,cold
RNY329249,Teen Boy Rain Poncho,10-18,Male,Sad,rainy
RNY285268,Women's Storm Jacket,40-64,Female,Sad,rainy
CLD737093,Men's Beanie Casual,18-39,Male,Happy,cold
SNY265156,Girls Running Shorts,Kids,Female,Sad,sunny
CLD157541,Men's Parka Trendy,18-39,Male,Angry,cold
SNY811477,Teen Boy Swimming Blazer,10-18,Male,Sad,sunny
CLD374271,Senior Women's Gloves Designer,65+,Female,Happy,cold
CLD766708,Women's Knit Top,40-64,Female,Sad,cold
CLD190669,Women's Gloves Elegant,18-39,Female,Happy,cold
CLD152607,Women's Sweater Basic,40-64,Female,Angry,cold
RNY164573,Teen Boy Wet Weather Skirt,10-18,Male,Happy,rainy
SNY551344,Women's Summer Shoes,40-64,Female,Sad,sunny
RNY185168,Women's Water Repellent Shirt,18-39,Female,neutral,rainy
RNY538290,Men's Waterproof Shirt,18-39,Male,Angry,rainy
RNY950297,Women's Rain Boots Casual,18-39,Female,Angry,rainy
CLD646346,Women's Winter Jacket Modern,40-64,Female,Angry,cold
SNY692683,Kids Swimming Suit,Kids,Male,neutral,sunny
CLD462231,Men's Knit Bag,18-39,Male,Sad,cold
RNY500967,Women's Water Repellent Pants,40-64,Female,Angry,rainy
RNY574143,Kids Waterproof Jacket,Kids,Male,Sad,rainy
CLD708864,Kids Wool Blazer,Kids,Male,neutral,cold
SNY216424,Women's Sandals Sport,18-39,Female,Sad,sunny
SNY550005,Girls Swimming Bag,Kids,Female,Angry,sunny
RNY875357,Men's Umbrella Fashion,18-39,Male,Sad,rainy
RNY262306,Teen Girl Rain Boots Modern,10-18,Female,neutral,rainy
RNY258059,Teen Girl Rain Jacket Modern,10-18,Female,Angry,rainy
RNY368244,Teen Girl Water Repellent Blazer,10-18,Female,Sad,rainy
CLD100424,Women's Winter Scarf,18-39,Female,Sad,cold
RNY928870,Teen Boy Water Resistant Bag,10-18,Male,Happy,rainy
SNY974329,Senior Men's Linen Jacket,65+,Male,Angry,sunny
CLD150408,Teen Girl Wool Suit,10-18,Female,Happy,cold
RNY198161,Girls Waterproof Backpack,Kids,Female,Angry,rainy
SNY995113,Women's Cotton Skirt,18-39,Female,Angry,sunny
CLD196648,Teen Boy Fleece Pants,10-18,Male,Angry,cold
